3.15E-05	0.025
0.00016673	0.052
1.23E-04	0.039
2.04E-05	0.018
0.000371075	0.054
5.62E-05	0.02
4.56E-06	0.005
3.44E-06	-0.003
1.77E-06	0.003
1.55E-06	0.004
3.25E-06	0.006
5.42E-06	0.011
1.11E-06	0.003
2.07E-06	0.019
3.97E-03	0.101
4.02E-02	0.349
8.80E-04	0.052
2.52E-05	0.005
8.31E-06	0.002
8.34E-06	0.011
5.06E-06	0.01
1.82E-06	0.003
3.04E-06	0.006
2.08E-06	0.004
5.91E-06	0.017
8.10E-06	0.026
1.64E-05	0.026
1.33E-05	0.025
1.47E-06	0.002
2.20E-06	0.002
1.84E-06	0.002
1.49E-06	0.002
1.28E-06	0.003
1.17E-06	0.003
2.35E-07	0.018
1.04E-06	0.061
4.88E-06	0.072
1.33E-06	0.104
3.05E-06	0.127
3.65E-06	0.135
4.94E-06	0.12
7.43E-06	0.273
2.23E-03	0.457
9.05E-04	0.241
5.73E-04	0.13
9.46E-05	0.081
5.76E-05	0.07
2.87E-05	0.075
9.68E-06	0.062
2.39E-05	0.09
2.42E-05	0.099
4.68E-04	0.097
1.72E-04	0.097
4.12E-05	0.089
8.18E-05	0.074
0.001921285	0.099
4.58E-04	0.046
1.09E-02	0.44812
0.007793937	0.45708
0.000311687	0.055
0.000186843	0.039
0.000109429	0.038
8.77E-05	0.034
0.007508065	0.418
0.001423971	0.174
4.77E-04	0.086
0.000134493	0.035
0.000112365	0.038
0.000145684	0.034
0.000140288	0.029
8.36E-05	0.032
0.00018646	0.133
0.001075779	0.192
2.93E-03	0.297
0.000669318	0.131
0.000188169	0.03
0.000170625	0.019
0.00011943	0.023
0.000160872	0.024
0.000664155	0.092
0.002425111	0.09
0.000585442	0.034
0.000226379	0.017
0.000115225	0.016
7.04E-05	0.019
4.66E-05	0.017
2.81E-05	0.05
3.46E-05	0.022
3.05E-05	0.018
1.67E-05	0.022
1.21E-05	0.026
1.84E-05	0.024
6.93E-03	0.529
1.37E-02	0.846
2.94E-02	0.76
0.005277902	0.377
0.001330828	0.093
0.000478171	0.038
0.000331357	0.063
0.000228047	0.029
0.000199981	0.027
0.00017155	0.027
0.000134725	0.026
0.00012666	0.026
0.000106832	0.026
9.59E-05	0.016
7.05E-05	0.021
6.59E-05	0.026
7.46E-05	0.026
6.44E-05	0.025
6.86E-05	0.029
6.58E-05	0.03
5.27E-05	0.031
6.97E-05	0.01
5.53E-05	0.01
3.60E-05	0.013
7.17E-05	0.015
8.18E-05	0.018
8.42E-05	0.019
8.71E-05	0.02
7.92E-06	0.035
1.28E-02	0.19
1.85E-02	0.537
1.55E-03	0.17
0.000607461	0.054
0.000390838	0.051
9.80E-05	0.03
0.000135886	0.031
0.000105708	0.04
8.93E-05	0.041
1.47E-05	0.017
2.69E-05	0.017
5.59E-05	0.032
1.45E-03	0.048
6.41E-04	0.035
2.96E-04	0.051
0.000218766	0.027
0.000129115	0.022
0.000116181	0.025
8.01E-05	0.018
6.56E-05	0.023
6.65E-05	0.024
6.11E-05	0.025
2.89E-05	0.024
1.21E-05	0.004
1.13E-05	0.002
1.16E-05	0.011
1.08E-05	0.012
1.05E-05	0.014
1.14E-05	0.01
8.41E-06	0.007
2.49E-05	0.006
4.11E-05	0.005
3.65E-05	0.022
3.20E-05	0.011
2.94E-05	0.006
2.40E-05	0.015
1.58E-05	0.01
2.45E-05	0.033
2.87E-05	0.03
2.56E-05	0.061
1.63E-04	0.03
2.56E-04	0.026
1.50E-04	0.027
9.63E-05	0.033
4.25E-05	0.006
3.41E-05	0.007
1.37E-05	0.019
1.75E-05	2.315
2.16E-06	0.061
2.45E-06	0.043
4.85E-05	0.145
3.40E-05	0.218
3.96E-04	0.19
3.64E-02	1.008
1.24E-03	0.707
0.000349225	0.199
2.79E-05	0.09
0.000322631	0.218
0.033832544	0.909
1.20E-03	0.655
0.000362051	0.252
0.000231973	0.114
0.000177018	0.082
8.90E-05	0.056
3.93E-05	0.058
3.17E-05	0.087
2.10E-05	0.084
2.07E-05	0.092
1.77E-05	0.087
1.19E-03	0.05
2.72E-04	0.105
2.98E-02	0.472
0.000690191	0.147
0.00020728	0.06
4.27E-05	0.06
0.000334911	0.067
0.001782114	0.129
3.66E-02	0.517
0.001171995	0.339
0.000143622	0.124
0.000186577	0.077
3.24E-05	0.065
6.51E-06	0.066
1.99E-05	0.042
2.86E-05	0.029
2.82E-06	0.052
1.06E-05	0.038
1.82E-06	0.053
4.54E-04	0.109
1.70E-02	0.211
2.27E-03	0.081
0.000543972	0.065
0.000893088	0.038
0.000119297	0.041
8.71E-05	0.033
0.000134788	0.041
0.003174146	0.061
1.16E-02	0.163
0.002282775	0.049
0.00064936	0.041
0.008234992	0.203
0.025859655	0.223
0.000592859	0.036
0.000268614	0.021
0.000223198	0.018
0.000490961	0.06
0.002844814	0.112
0.003307685	0.093
0.00070473	0.038
0.000422905	0.032
7.62E-05	0.032
0.000155878	0.037
0.000144214	0.038
4.07E-04	0.043
0.071430403	0.649
0.024899298	0.493
0.001498937	0.127
0.000487369	0.065
0.016378776	0.287
0.007387146	0.179
0.000959613	0.064
0.000476275	0.044
0.000344885	0.044
0.000158428	0.042
0.000175365	0.04
8.57E-05	0.04
8.38E-05	0.042
6.89E-05	0.043
6.03E-05	0.043
6.27E-05	0.044
6.84E-05	0.052
7.99E-05	0.045
8.96E-05	0.042
6.61E-05	0.037
8.53E-05	0.036
6.95E-05	0.03
1.59E-04	0.038
2.41E-04	0.028
1.71E-04	0.026
0.000176758	0.031
0.000213045	0.027
0.000572611	0.044
0.000560947	0.033
0.000209495	0.027
0.003040436	0.089
0.009661619	0.185
0.000491717	0.048
0.000843962	0.068
0.031869476	0.281
0.003464698	0.131
0.000468097	0.048
0.00029936	0.035
0.000301224	0.035
0.000195208	0.027
0.00072393	0.055
0.000395195	0.029
3.12E-05	0.004
0.000134455	0.019
0.002556351	0.083
5.41E-04	0.032
0.00229846	0.069
0.0007114	0.036
0.00027313	0.022
0.000609933	0.021
8.32E-05	0.023
2.62E-05	0.003
1.99E-05	0.003
2.06E-05	0.022
3.93E-05	0.024
7.64E-06	0.022
1.78E-05	0.025
7.44E-06	0.005
2.10E-04	0.012
9.87E-05	0.009
9.59E-03	1.759
0.005525275	2.631
1.06E-02	1.369
0.00132828	0.252
0.005001586	0.007
0.000807253	0.004
0.000672536	0.037
0.000365595	0.077
0.000417022	0.056
0.06439534	0.965
0.001892924	0.066
0.000552563	0.043
0.046645709	0.712
0.006627974	0.339
0.0013977	0.123
0.000121892	0.058
0.000240912	0.064
0.000175713	0.065
0.000353892	0.06
0.000415695	0.041
0.000557091	0.041
0.000553953	0.032
0.000313394	0.031
0.000153057	0.042
0.000151788	0.046
0.000224284	0.048
0.000225347	0.049
0.000162531	0.052
0.000144076	0.055
5.85E-05	0.055
9.38E-05	0.055
0.000104533	0.056
0.000121077	0.052
0.000108434	0.051
0.00022452	0.052
2.04E-04	0.046
1.45E-04	0.046
0.000148826	0.045
0.000150666	0.047
0.000110224	0.052
0.013898184	0.235
0.00012124	0.038
0.001735807	0.373
0.002328899	0.143
0.001087018	0.039
0.000928964	0.057
0.000743783	0.035
0.000437652	0.031
0.000272772	0.029
0.000183254	0.031
0.000125975	0.038
7.62E-05	0.079
8.50E-05	0.047
2.96E-05	0.049
0.000289998	0.094
6.57E-05	0.054
0.00029411	0.046
2.59E-05	0.1
9.37E-04	0.099
3.46E-04	0.085
0.000482697	0.044
3.43E-04	0.037
0.000434695	0.048
2.19E-05	0.021
0.000171193	0.021
0.00016905	0.248
0.000214379	0.157
0.000372509	0.038
0.000395592	0.038
5.41E-05	0.02
0.000122998	0.064
9.82E-05	0.051
0.000118866	0.055
0.000114607	0.05
0.000113802	0.059
9.42E-05	0.064
0.000296298	0.084
2.43E-04	0.055
0.000233222	0.033
6.60E-05	0.014
4.76E-05	0.02
3.73E-05	0.036
0.000190009	0.096
0.041437195	0.573
0.001235918	0.299
8.63E-04	0.118
3.75E-04	0.04
4.63E-05	0.025
3.26E-05	0.039
7.78E-05	0.042
8.64E-05	0.044
2.43E-05	0.066
1.92E-05	0.094
1.59E-05	0.11
1.43E-05	0.088
3.86E-05	0.121
4.82E-05	0.086
2.66E-05	0.096
2.50E-06	0.086
2.39E-06	0.094
2.12E-06	0.08
1.99E-06	0.059
1.76E-06	0.068
1.40E-06	0.1
1.32E-06	0.123
7.25E-06	0.189
5.06E-06	0.121
4.98E-06	0.135
4.54E-06	0.197
4.28E-06	0.172
4.46E-06	0.149
4.01E-06	0.163
3.65E-06	0.14
3.53E-06	0.13
3.50E-06	0.128
4.50E-05	0.14
8.92E-04	0.143
2.26E-04	0.169
4.48E-05	0.086
8.48E-06	0.086
6.60E-06	0.109
5.85E-06	0.109
5.42E-06	0.149
4.90E-06	0.139
4.20E-06	0.169
2.87E-06	0.168
1.80E-06	0.156
1.35E-06	0.149
1.02E-06	0.108
7.06E-07	0.107
4.27E-07	0.126
1.41E-07	0.115
1.39E-03	0.134
4.20E-05	0.058
1.75E-05	0.036
1.51E-02	0.101
2.56E-05	0.051
7.00E-05	0.049
0.018029096	0.114
3.15E-03	0.075
4.86E-04	0.118
0.000161138	0.042
9.08E-05	0.018
2.49E-04	0.04
0.134350471	0.288
0.027879523	0.163
0.001026557	0.075
0.000589209	0.077
1.58E-04	0.049
8.18E-05	0.033
0.012380227	0.153
0.12796585	0.359
0.005722846	0.133
0.001414971	0.071
0.000893264	0.069
3.91E-02	0.198
0.097478492	0.213
0.002998345	0.081
0.001232689	0.071
0.000911461	0.062
0.000856572	0.067
0.020782311	0.1
0.050897093	0.169
0.077862968	0.182
0.003996541	0.062
0.001206044	0.049
0.000942112	0.047
0.001862413	0.053
0.00196092	0.043
0.001748518	0.039
0.0011522	0.034
0.000721387	0.03
0.000604674	0.03
0.001403226	0.035
0.00052132	0.027
0.000311136	0.032
0.002767811	0.046
0.000752658	0.032
0.001112459	0.031
0.000317302	0.024
0.000254657	0.023
0.006403904	0.065
0.099748304	0.169
0.007087234	0.054
0.001116039	0.037
0.000686912	0.036
0.000529123	0.036
0.000405547	0.045
0.000314292	0.042
0.000177835	0.046
0.000450517	0.061
0.003373713	0.228
0.000541644	0.054
0.003980127	0.272
0.000729827	0.048
0.000350338	0.061
0.000314892	0.089
0.000124827	0.058
4.47E-06	0.038
7.73E-06	0.037
1.76E-05	0.092
6.26E-06	0.061
1.12E-06	0.024
3.16E-06	0.029
3.85E-05	0.084
1.89E-05	0.054
7.82E-06	0.031
5.31E-06	0.038
4.76E-06	0.039
4.29E-06	0.042
1.84E-06	0.038
1.38E-02	0.369
1.12E-02	0.214
9.35E-04	0.05
5.45E-04	0.037
1.09E-03	0.104
9.76E-04	0.107
0.000515888	0.069
0.000581932	0.094
0.000282613	0.06
0.000100965	0.026
8.83E-05	0.028
6.63E-05	0.029
5.10E-05	0.029
6.15E-05	0.03
0.000212115	0.04
0.00509488	0.231
5.24E-02	0.758
1.82E-01	1.16
1.43E-01	0.947
8.79E-02	0.687
0.008540596	0.134
0.002167549	0.072
0.001813763	0.063
0.002288156	0.078
0.000969947	0.051
0.000655149	0.045
0.000497489	0.043
0.000382074	0.042
0.000318395	0.042
0.000275476	0.041
0.000260228	0.041
0.000168691	0.03
0.000127301	0.027
0.000164704	0.041
0.00013196	0.034
8.57E-05	0.028
8.23E-05	0.031
0.000129218	0.037
9.80E-05	0.036
8.81E-05	0.034
0.000102481	0.037
7.14E-05	0.035
5.81E-05	0.03
6.84E-05	0.031
8.65E-05	0.036
7.64E-05	0.034
4.40E-05	0.027
4.73E-05	0.027
5.18E-05	0.029
6.97E-05	0.033
6.61E-05	0.036
1.82E-05	0.016
3.45E-05	0.025
3.36E-05	0.023
2.89E-05	0.02
2.82E-05	0.02
4.78E-05	0.033
2.39E-05	0.019
2.33E-05	0.02
2.53E-05	0.015
1.14E-03	0.031
7.15E-04	0.044
5.47E-04	0.049
3.20E-04	0.033
2.29E-04	0.028
2.56E-02	0.381
0.003716048	0.085
0.001348113	0.058
0.000631848	0.041
0.000463356	0.041
0.000379526	0.038
0.000259959	0.038
0.000105413	0.023
0.000120605	0.025
0.000101254	0.026
9.17E-05	0.024
0.00010656	0.027
0.000101113	0.028
7.10E-05	0.028
6.71E-05	0.027
5.97E-05	0.025
6.28E-04	0.048
0.000505958	0.039
0.012722622	0.284
1.66E-01	1.071
3.74E-02	0.457
3.77E-03	0.098
0.001166265	0.05
0.00053371	0.033
0.000338257	0.028
0.000276389	0.03
0.000224232	0.03
0.000148832	0.022
0.005026801	0.147
0.005141299	0.109
0.000850945	0.037
0.000535456	0.033
0.000338042	0.031
0.000282215	0.032
0.000279084	0.02373
0.000274475	0.02224
0.001669774	0.05894
0.000640514	0.03702
0.000186569	0.01279
0.000120421	0.01137
4.92E-05	0.00768
0.001456902	0.07509
0.000226336	0.014
0.00215257	0.104
0.01192977	0.168
0.000861965	0.032
3.66E-03	0.118
0.000638522	0.036
0.000451419	0.033
0.000278672	0.03
0.000222227	0.013
0.000211826	0.017
0.000195328	0.055
0.00017208	0.046
0.000277217	0.055
0.000389693	0.065
0.000176162	0.047
0.040600956	0.347
0.001634348	0.048
0.000231846	0.016
