0.097661108	0.019178082	0
0.412162883	0.104109589	0
0.056813692	0.15890411	0
0.030572872	0.167123288	0
0.369143668	0.2	0
0.078062652	0.216438356	0
0.127127858	0.219178082	0
0.080768415	0.230136986	0
0.065831912	0.232876712	0
0.062361435	0.24109589	0
0.154556991	0.254794521	0
0.118007494	0.257534247	0
0.443173711	0.410958904	0
0.231964039	0.421917808	0
0.106884124	0.432876712	0
0.214011834	0.443835616	0
0.097362147	0.449315068	0
0.083634024	0.465753425	0
0.043873408	0.561643836	0
0.022644774	0.567123288	0
0.011318236	0.578082192	0
0.004518471	0.605479452	0
0.003682279	0.610958904	0
0.003523179	0.61369863	0
0.004640244	0.616438356	0
0.00264946	0.64109589	0
0.001708965	0.663013699	0
0.001054762	0.671232877	0
0.003167424	0.745205479	0
0.065377637	0.753424658	0
1.34100244	0.756164384	0
0.408876682	0.75890411	0
0.144582887	0.761643836	0
0.048682315	0.767123288	0
0.031420886	0.769863014	0
0.018047289	0.775342466	0
0.019438672	0.78630137	0
0.010012564	0.81369863	0
0.009594344	0.816438356	0
0.360586429	0.824657534	0
0.264435033	0.830136986	0
1.236637477	0.832876712	0
1.231354012	0.835616438	0
0.108010027	0.846575342	0
0.049036385	0.860273973	0
0.035551639	0.876712329	0
0.046876674	0.879452055	0
0.121486258	0.890410959	0
0.303877418	0.909589041	0
0.185276518	0.939726027	0
0.092131991	0.950684932	0
0.045834556	0.969863014	0
0.035433324	0.980821918	0
0.033846193	0.989041096	0
